,id_projeto,data_inicio,data_fim,descricao,descricao.1,ch_dedicada,sexo,ativo,id_pessoa,id_discente,curso,id_servidor,denominacao,unidade_lotacao
9941,5995,2019,31/12/2019,DOCENTE,MINISTRANTE,8,F,True,12084,,,12087.0,Docente                       ,CCA
9942,5995,2019,31/12/2019,DOCENTE,MINISTRANTE,1,F,False,9314,,,9315.0,Docente                       ,CCA
9950,652,2017,04/05/2017,DOCENTE,ASSESSOR,10,M,False,8147,,,8147.0,Docente                       ,CCTA
9951,652,2017,06/05/2017,DOCENTE,ASSESSOR,20,M,False,8147,,,8147.0,Docente                       ,CCTA
9952,652,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,8147,,,8147.0,Docente                       ,CCTA
9970,2380,2018,31/12/2018,DOCENTE,COLABORADOR(A),160,F,True,9940,,,9942.0,Docente                       ,CCS
9971,2380,2018,31/12/2018,DOCENTE,COORDENADOR(A),320,F,True,11461,,,15339.0,Docente                       ,CCS
9972,2559,2018,31/12/2018,DOCENTE,COLABORADOR(A),324,M,True,9292,,,9293.0,Docente                       ,CCS
9974,2559,2018,31/12/2018,DOCENTE,COORDENADOR(A),540,M,True,12018,,,15363.0,Docente                       ,CCS
9976,2559,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),324,F,True,13055,,,15161.0,Docente                       ,CCS
9982,2559,2018,31/12/2018,DOCENTE,COLABORADOR(A),324,M,True,19561,,,21086.0,Docente                       ,CCS
9986,2879,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),700,F,True,176359,,,22182.0,Docente                       ,CCHLA
9990,2879,2018,31/12/2018,DOCENTE,COLABORADOR(A),700,F,True,13102,,,19495.0,Docente                       ,CCHLA
9992,2815,2018,31/12/2018,DOCENTE,COLABORADOR(A),100,F,True,14017,,,14020.0,Docente                       ,CEAR
9994,2815,2018,31/12/2018,DOCENTE,COORDENADOR(A),600,M,True,13450,,,13453.0,Docente                       ,CCA
9997,2815,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),150,M,True,11937,,,11940.0,Docente                       ,CCA
9998,2815,2018,31/12/2018,DOCENTE,COLABORADOR(A),130,M,True,5277,,,5277.0,Docente                       ,CCA
10002,6061,2019,31/12/2019,DOCENTE,COORDENADOR(A),80,F,True,9814,,,9816.0,Docente                       ,CCS
10006,6061,2019,31/12/2019,DOCENTE,COLABORADOR(A),4,F,True,9505,,,9507.0,Docente                       ,CCS
10007,6061,2019,31/12/2019,DOCENTE,COLABORADOR(A),44,M,True,14680,,,15397.0,Docente                       ,CCHLA
10008,6061,2019,31/12/2019,DOCENTE,COLABORADOR(A),28,M,True,10432,,,10434.0,Docente                       ,CCS
10009,6061,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),76,M,True,9405,,,9406.0,Docente                       ,CCHLA
10011,726,2017,31/12/2017,DOCENTE,COLABORADOR(A),60,M,True,9764,,,9766.0,Docente                       ,CCA
10012,726,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),147,F,True,9314,,,9315.0,Docente                       ,CCA
10013,726,2017,31/12/2017,DOCENTE,COLABORADOR(A),30,F,True,13999,,,14002.0,Docente                       ,CCA
10016,726,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,12084,,,12087.0,Docente                       ,CCA
10021,726,2017,31/12/2017,DOCENTE,AUXILIAR TÉCNICO,1,M,False,9764,,,9766.0,Docente                       ,CCA
10022,726,2017,31/12/2017,DOCENTE,COLABORADOR(A),60,M,True,11631,,,14921.0,Docente                       ,CCA
10023,726,2017,31/12/2017,DOCENTE,AUXILIAR TÉCNICO,1,M,False,11631,,,14921.0,Docente                       ,CCA
10024,2566,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,M,True,12693,,,12696.0,Docente                       ,CCHSA
10030,2566,2018,31/12/2018,DOCENTE,COLABORADOR(A),250,F,True,12110,,,12113.0,Docente                       ,CCHSA
10041,1061,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),14,F,True,195727,,,18950.0,Docente                       ,CCA
10042,1061,2017,31/12/2017,DOCENTE,COORDENADOR(A),28,F,True,118919,,,20565.0,Docente                       ,CCA
10046,1017,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,13976,,,13979.0,Docente                       ,CCJ
10051,1017,2017,31/12/2017,DOCENTE,COLABORADOR(A),240,M,True,11281,,,15327.0,Docente                       ,CCJ
10052,1017,2017,01/01/2018,DOCENTE,COLABORADOR(A),1,M,False,11281,,,15327.0,Docente                       ,CCJ
10054,572,2017,31/12/2017,DOCENTE,COORDENADOR(A),140,F,True,11428,,,11431.0,Docente                       ,CE
10056,572,2017,31/12/2017,DOCENTE,COLABORADOR(A),120,F,True,9920,,,9922.0,Docente                       ,CE
10061,572,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,9920,,,9922.0,Docente                       ,CE
10062,582,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,37442,,,19866.0,Docente                       ,CE
10063,582,2017,31/12/2017,DOCENTE,COLABORADOR(A),64,F,True,253661,,,19598.0,Docente                       ,CE
10070,582,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,F,True,13695,,,20999.0,Docente                       ,CE
10076,582,2017,31/12/2017,DOCENTE,COLABORADOR(A),64,M,True,40458,,,19162.0,Docente                       ,CCTA
10080,582,2017,31/12/2017,DOCENTE,COLABORADOR(A),128,F,True,13717,,,13720.0,Docente                       ,CE
10083,698,2017,31/12/2017,DOCENTE,COORDENADOR(A),1280,F,True,9993,,,14616.0,Docente                       ,CE
10087,2325,2018,10/04/2019,DOCENTE,COLABORADOR(A),30,M,True,25890,,,20311.0,Docente                       ,CCSA
10088,2325,2018,10/04/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,M,True,12119,,,12122.0,Docente                       ,CCSA
10089,2325,2018,10/04/2019,DOCENTE,COLABORADOR(A),30,M,True,253678,,,19611.0,Docente                       ,CCSA
10091,2325,2018,30/04/2019,DOCENTE,COLABORADOR(A),1,M,False,12119,,,12122.0,Docente                       ,CCSA
10092,2325,2018,10/04/2019,DOCENTE,COLABORADOR(A),30,M,True,9841,,,9843.0,Docente                       ,CCSA
10093,2325,2018,10/04/2019,DOCENTE,COLABORADOR(A),30,F,True,12737,,,12740.0,Docente                       ,CCSA
10094,2325,2018,10/04/2019,DOCENTE,COLABORADOR(A),30,M,True,183412,,,19188.0,Docente                       ,CCSA
10095,2325,2018,10/04/2019,DOCENTE,COLABORADOR(A),30,M,True,11899,,,11902.0,Docente                       ,CCSA
10096,2325,2018,31/12/2018,DOCENTE,COORDENADOR(A),630,M,True,12817,,,15130.0,Docente                       ,CCSA
10099,5879,2019,31/12/2019,DOCENTE,COLABORADOR(A),100,F,True,38609,,,20871.0,Docente                       ,CCSA
10100,5879,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,349732,,,20208.0,Docente                       ,CCSA
10102,5879,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,468595,,,22482.0,Docente                       ,CCSA
10103,5879,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,14339,,,14342.0,Docente                       ,CCHLA
10104,5879,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,423963,,,22513.0,Docente                       ,CCHLA
10117,2578,2018,31/12/2018,DOCENTE,COLABORADOR(A),480,M,True,14601,,,21245.0,Docente                       ,CCHLA
10124,2513,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,F,True,175748,,,20485.0,Docente                       ,CCHLA
10135,2513,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,F,True,102226,,,22129.0,Docente                       ,CCHLA
10162,2787,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,F,True,13991,,,13994.0,Docente                       ,CCS
10164,2787,2018,31/12/2018,DOCENTE,COLABORADOR(A),200,F,True,176416,,,20181.0,Docente                       ,CCS
10174,2787,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,M,True,14055,,,14058.0,Docente                       ,CCS
10202,1253,2017,31/12/2017,DOCENTE,COLABORADOR(A),250,F,True,12438,,,12441.0,Docente                       ,CCA
10208,1253,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),280,M,True,11604,,,11607.0,Docente                       ,CCA
10213,1253,2017,31/12/2017,DOCENTE,COORDENADOR(A),410,M,True,13470,,,13473.0,Docente                       ,CCA
10214,565,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,8078,,,8078.0,Docente                       ,CCM
10217,565,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,M,True,14370,,,14373.0,Docente                       ,CCM
10218,565,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,14265,,,14268.0,Docente                       ,CCM
10236,565,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,14370,,,14373.0,Docente                       ,CCM
10237,565,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,8078,,,8078.0,Docente                       ,CCM
10249,2269,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,11060,,,14790.0,Docente                       ,CCSA
10250,2269,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,11554,,,11557.0,Docente                       ,CCSA
10253,2824,2018,31/12/2018,DOCENTE,COLABORADOR(A),100,F,True,113272,,,20499.0,Docente                       ,CCHSA
10254,2824,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,44760,,,21675.0,Docente                       ,CCHSA
10265,2824,2018,31/12/2018,DOCENTE,COORDENADOR(A),500,F,True,110986,,,20542.0,Docente                       ,CCHSA
10269,2824,2018,03/10/2018,DOCENTE,MINISTRANTE,3,F,True,115766,,,22134.0,Docente                       ,CCHSA
10273,2583,2018,17/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,M,True,9826,,,9828.0,Docente                       ,CCS
10274,2583,2018,17/12/2018,DOCENTE,COORDENADOR(A),800,F,True,9838,,,9840.0,Docente                       ,CCS
10275,2770,2018,31/12/2018,DOCENTE,ORIENTADOR,120,M,True,196798,,,19112.0,Docente                       ,CCS
10293,2466,2018,31/12/2018,DOCENTE,COLABORADOR(A),340,F,True,447059,,,22044.0,Docente                       ,CCM
10306,2466,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,447059,,,22044.0,Docente                       ,CCM
10307,2466,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,447059,,,22044.0,Docente                       ,CCM
10308,2466,2018,31/12/2018,DOCENTE,COORDENADOR(A),1000,F,True,9294,,,9295.0,Docente                       ,CCM
10314,2956,2018,31/12/2018,DOCENTE,COORDENADOR(A),780,F,True,39688,,,18598.0,Docente                       ,CCSA
10315,5790,2019,08/02/2020,DOCENTE,COORDENADOR(A),320,F,True,462214,,,22395.0,Docente                       ,CE
10316,5790,2019,08/02/2020,DOCENTE,COLABORADOR(A),260,F,True,133163,,,22621.0,Docente                       ,CE
10318,5790,2019,08/02/2020,DOCENTE,COLABORADOR(A),260,F,True,461968,,,22236.0,Docente                       ,CE
10319,5790,2019,08/02/2020,DOCENTE,COLABORADOR(A),110,F,True,407399,,,21254.0,Docente                       ,CE
10322,5790,2019,08/02/2020,DOCENTE,COLABORADOR(A),60,M,True,447082,,,22082.0,Docente                       ,CE
10323,5790,2019,08/02/2020,DOCENTE,COLABORADOR(A),1,F,False,407399,,,21254.0,Docente                       ,CE
10324,5790,2019,08/02/2020,DOCENTE,COLABORADOR(A),110,F,True,177688,,,21063.0,Docente                       ,CE
10325,2594,2018,17/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,12023,,,15011.0,Docente                       ,CCS
10326,2594,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,M,True,9826,,,9828.0,Docente                       ,CCS
10334,5753,2019,31/12/2019,DOCENTE,COORDENADOR(A),440,M,True,13032,,,15157.0,Docente                       ,CI
10338,5753,2019,31/12/2019,DOCENTE,COLABORADOR(A),190,M,True,196510,,,19102.0,Docente                       ,CI
10339,5753,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,10244,,,14646.0,Docente                       ,CI
10340,5753,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),440,F,True,194339,,,18890.0,Docente                       ,CI
10353,2600,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,11658,,,15347.0,Docente                       ,CCTA
10365,2694,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,11792,,,14955.0,Docente                       ,CCS
10366,2694,2018,17/12/2018,DOCENTE,ORIENTADOR,165,M,True,13428,,,13431.0,Docente                       ,CCS
10367,2694,2018,17/12/2018,DOCENTE,ORIENTADOR,340,F,True,11339,,,14855.0,Docente                       ,CCS
10368,2694,2018,17/12/2018,DOCENTE,ORIENTADOR,285,F,True,378768,,,22409.0,Docente                       ,CCS
10376,2694,2018,17/12/2018,DOCENTE,ORIENTADOR,285,F,True,9295,,,9296.0,Docente                       ,CCS
10386,2510,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,M,True,418186,,,21710.0,Docente                       ,CCS
10387,2510,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,445513,,,22010.0,Docente                       ,CCS
10411,2605,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),472,M,True,14483,,,14486.0,Docente                       ,CCEN
10430,2605,2018,31/12/2018,DOCENTE,COORDENADOR(A),754,F,True,14528,,,14531.0,Docente                       ,CCEN
10458,2603,2018,16/12/2018,DOCENTE,COORDENADOR(A),400,F,True,19479,,,18535.0,Docente                       ,CCHLA
10459,2603,2018,26/05/2018,DOCENTE,COLABORADOR(A),420,F,True,19479,,,18535.0,Docente                       ,CCHLA
10460,2603,2018,31/05/2018,DOCENTE,COLABORADOR(A),8,F,False,253610,,,19605.0,Docente                       ,CCHLA
10465,761,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,8267,,,8267.0,Docente                       ,CCM
10477,761,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,8020,,,8020.0,Docente                       ,CCM
10480,761,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,119623,,,21079.0,Docente                       ,CCM
10485,2288,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,11983,,,20307.0,Docente                       ,CCHLA
10494,2288,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,12007,,,18561.0,Docente                       ,CCHLA
10498,2288,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,M,True,182178,,,22084.0,Docente                       ,CCHLA
10504,2751,2018,09/01/2019,DOCENTE,ASSESSOR,120,M,True,8446,,,15840.0,Docente                       ,CCS
10507,2751,2018,09/01/2019,DOCENTE,COORDENADOR(A),400,F,True,9434,,,9435.0,Docente                       ,CCTA
10514,2751,2018,09/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,9886,,,9888.0,Docente                       ,CCTA
10515,2751,2018,09/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,9886,,,9888.0,Docente                       ,CCTA
10516,2558,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,13806,,,13809.0,Docente                       ,CCTA
10520,2609,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,9787,,,9789.0,Docente                       ,CCHSA
10521,2609,2018,31/12/2018,DOCENTE,COLABORADOR(A),120,M,True,11431,,,11434.0,Docente                       ,CCHSA
10529,2609,2018,31/12/2018,DOCENTE,MINISTRANTE,60,F,True,12359,,,12362.0,Docente                       ,CCHSA
10533,2612,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,9777,,,9779.0,Docente                       ,CCS
10540,2641,2018,31/12/2018,DOCENTE,COLABORADOR(A),200,M,True,13223,,,15192.0,Docente                       ,CCTA
10541,2641,2018,31/12/2018,DOCENTE,COLABORADOR(A),200,M,True,38018,,,21747.0,Docente                       ,CCTA
10548,2641,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,6250,,,15749.0,Docente                       ,CCTA
10567,2521,2018,19/12/2018,DOCENTE,COORDENADOR(A),900,M,True,7502,,,7502.0,Docente                       ,CCS
10585,512,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,10234,,,14644.0,Docente                       ,CCS
10595,2933,2018,16/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),760,M,True,13409,,,13412.0,Docente                       ,CCHSA
10596,2933,2018,16/12/2019,DOCENTE,COORDENADOR(A),760,M,True,13178,,,15381.0,Docente                       ,CCHSA
10600,2419,2018,31/12/2018,DOCENTE,COORDENADOR(A),360,M,True,13306,,,13309.0,Docente                       ,CCM
10602,2419,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),440,M,True,13683,,,13686.0,Docente                       ,CCM
10611,5524,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),450,M,True,13881,,,18609.0,Docente                       ,CCSA
10612,5524,2019,31/12/2019,DOCENTE,COORDENADOR(A),200,F,True,12344,,,15060.0,Docente                       ,CCSA
10618,2491,2018,31/12/2018,DOCENTE,COLABORADOR(A),20,F,True,213344,,,19435.0,Docente                       ,CCTA
10619,2491,2018,31/12/2018,DOCENTE,COLABORADOR(A),40,F,True,13013,,,13016.0,Docente                       ,CCTA
10623,2491,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),60,M,True,2656,,,2656.0,Docente                       ,CCTA
10636,2329,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,M,True,12970,,,12973.0,Docente                       ,CCS
10637,2329,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,13200,,,15190.0,Docente                       ,CCEN
10639,2329,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,12719,,,15113.0,Docente                       ,CCS
10642,2632,2018,31/12/2018,DOCENTE,COLABORADOR(A),0,F,True,15490,,,16797.0,Docente                       ,CCS
10643,2632,2018,31/12/2018,DOCENTE,COORDENADOR(A),20,F,True,11305,,,14848.0,Docente                       ,CCS
10644,2632,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,11305,,,14848.0,Docente                       ,CCS
10651,2632,2018,31/12/2018,DOCENTE,COLABORADOR(A),320,F,True,11425,,,14881.0,Docente                       ,CCS
10654,2632,2018,31/12/2018,DOCENTE,COLABORADOR(A),320,F,True,13429,,,13432.0,Docente                       ,CCS
10655,2632,2018,11/03/2018,DOCENTE,COORDENADOR(A),640,F,True,15490,,,16797.0,Docente                       ,CCS
10657,2404,nan,,DOCENTE,COLABORADOR(A),245,F,True,220805,,,19575.0,Docente                       ,CT
10662,2404,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,F,True,12989,,,12992.0,Docente                       ,CT
10663,2404,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,12989,,,12992.0,Docente                       ,CT
10664,2404,nan,,DOCENTE,COORDENADOR(A),600,F,True,260352,,,19722.0,Docente                       ,CT
10666,1282,2017,31/12/2017,DOCENTE,COLABORADOR(A),14,F,True,128280,,,19464.0,Docente                       ,CTDR
10667,1282,2017,31/12/2017,DOCENTE,COLABORADOR(A),14,M,True,19197,,,18314.0,Docente                       ,CTDR
10668,1282,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),22,F,True,13951,,,19738.0,Docente                       ,CTDR
10669,1282,2017,31/12/2017,DOCENTE,COORDENADOR(A),164,F,True,364276,,,20350.0,Docente                       ,CTDR
10670,1275,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,128280,,,19464.0,Docente                       ,CTDR
10671,1275,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,M,True,19197,,,18314.0,Docente                       ,CTDR
10674,1275,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),640,F,True,364276,,,20350.0,Docente                       ,CTDR
10676,1275,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,364276,,,20350.0,Docente                       ,CTDR
10677,1275,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,13951,,,19738.0,Docente                       ,CTDR
10679,2886,2018,31/12/2018,DOCENTE,COLABORADOR(A),80,F,True,167594,,,18564.0,Docente                       ,CCM
10683,2886,2018,31/12/2018,DOCENTE,COLABORADOR(A),80,M,True,13683,,,13686.0,Docente                       ,CCM
10695,2886,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),240,M,True,10536,,,15394.0,Docente                       ,CCM
10698,2886,2018,31/12/2018,DOCENTE,COLABORADOR(A),80,F,True,13040,,,15380.0,Docente                       ,CCM
10699,2886,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,42324,,,18724.0,Docente                       ,CCM
10700,2886,2018,31/12/2018,DOCENTE,COLABORADOR(A),40,M,True,14664,,,15037.0,Docente                       ,CCM
10711,2886,2018,31/12/2018,DOCENTE,COLABORADOR(A),40,F,False,196814,,,19124.0,Docente                       ,CCS
10713,2886,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,13683,,,13686.0,Docente                       ,CCM
10716,1244,2017,31/12/2017,DOCENTE,COLABORADOR(A),300,M,True,13290,,,15204.0,Docente                       ,CCAE
10720,1244,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,14015,,,14018.0,Docente                       ,CCHSA
10727,1244,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1280,F,True,9929,,,9931.0,Docente                       ,CCEN
10728,1244,2017,31/12/2017,DOCENTE,COORDENADOR(A),1280,F,True,25497,,,19948.0,Docente                       ,CCHSA
10730,2322,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),600,M,True,19316,,,18410.0,Docente                       ,CCS
10732,2322,2018,31/12/2018,DOCENTE,COORDENADOR(A),600,F,True,10466,,,10468.0,Docente                       ,CCS
10733,1219,2017,31/01/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),55,M,True,10784,,,14774.0,Docente                       ,CCSA
10738,1219,2017,31/01/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),5,F,True,13176,,,13179.0,Docente                       ,CCSA
10741,1219,2017,31/01/2018,DOCENTE,CONSULTOR / TUTOR,35,M,True,13249,,,18769.0,Docente                       ,CI
10742,1219,2017,31/01/2018,DOCENTE,CONSULTOR / TUTOR,35,M,True,13032,,,15157.0,Docente                       ,CI
10743,1219,2017,31/01/2018,DOCENTE,CONSULTOR / TUTOR,35,M,True,10242,,,14645.0,Docente                       ,CCAE
10745,1219,2017,31/01/2018,DOCENTE,COORDENADOR(A),230,M,True,19357,,,18445.0,Docente                       ,CCSA
10747,2405,2018,31/12/2018,DOCENTE,COLABORADOR(A),160,M,True,15526,,,16835.0,Docente                       ,CCS
10748,2405,2018,31/12/2018,DOCENTE,COLABORADOR(A),160,F,True,9539,,,9541.0,Docente                       ,CCS
10749,2405,2018,31/12/2018,DOCENTE,COLABORADOR(A),160,F,True,9882,,,9884.0,Docente                       ,CCS
10750,2405,2018,31/12/2018,DOCENTE,COLABORADOR(A),160,M,True,15583,,,16898.0,Docente                       ,CCS
10751,2405,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,13643,,,13646.0,Docente                       ,CCS
10764,2650,2018,31/12/2018,DOCENTE,COLABORADOR(A),32,M,True,195760,,,21226.0,Docente                       ,CCM
10765,2650,2018,31/12/2018,DOCENTE,COLABORADOR(A),32,F,True,14608,,,15260.0,Docente                       ,CCM
10767,2650,2018,31/12/2018,DOCENTE,COLABORADOR(A),32,F,True,12770,,,21714.0,Docente                       ,CCM
10768,2650,2018,31/12/2018,DOCENTE,COLABORADOR(A),32,F,True,13977,,,13980.0,Docente                       ,CE
10771,2650,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,266281,,,21099.0,Docente                       ,CCM
10774,2650,2018,31/12/2018,DOCENTE,COLABORADOR(A),32,M,True,42826,,,21597.0,Docente                       ,CCM
10778,2567,2018,31/12/2018,DOCENTE,COLABORADOR(A),240,F,True,213384,,,19471.0,Docente                       ,CCTA
10779,2567,2018,31/12/2018,DOCENTE,COLABORADOR(A),240,F,True,399029,,,20931.0,Docente                       ,CCTA
10780,2567,2018,31/12/2018,DOCENTE,COLABORADOR(A),200,F,True,199996,,,19343.0,Docente                       ,CCTA
10781,2567,2018,31/12/2018,DOCENTE,COLABORADOR(A),400,F,True,200039,,,19368.0,Docente                       ,CCTA
10782,2567,2018,31/12/2018,DOCENTE,COLABORADOR(A),240,M,True,8101,,,8101.0,Docente                       ,CCTA
10783,2567,2018,31/12/2018,DOCENTE,COLABORADOR(A),40,M,True,350520,,,20226.0,Docente                       ,CCTA
10791,2567,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,255043,,,19650.0,Docente                       ,CCTA
10803,2741,2018,31/12/2018,DOCENTE,COLABORADOR(A),40,M,True,399802,,,20992.0,Docente                       ,CCA
10804,2741,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,10421,,,14665.0,Docente                       ,CCA
10805,2741,2018,31/12/2018,DOCENTE,COORDENADOR(A),600,F,True,12438,,,12441.0,Docente                       ,CCA
10809,2256,2018,31/12/2018,DOCENTE,COLABORADOR(A),400,M,True,14493,,,19135.0,Docente                       ,CI
10810,2256,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,14319,,,15257.0,Docente                       ,CI
10811,2256,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,M,True,9510,,,9512.0,Docente                       ,CI
10814,2659,2018,09/01/2019,DOCENTE,COORDENADOR(A),85,F,True,11576,,,11579.0,Docente                       ,CCA
10815,2670,2018,31/12/2018,DOCENTE,COORDENADOR(A),448,F,True,8426,,,8426.0,Docente                       ,CT
10824,2742,nan,,DOCENTE,COLABORADOR(A),10,M,True,9168,,,9169.0,Docente                       ,CCS
10825,2742,nan,,DOCENTE,COLABORADOR(A),10,F,True,13724,,,13727.0,Docente                       ,CCS
10826,2742,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),13,F,True,10095,,,14629.0,Docente                       ,CCS
10827,2742,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),17,F,True,9163,,,9164.0,Docente                       ,CCS
10828,2742,nan,,DOCENTE,COORDENADOR(A),19,F,True,11292,,,15328.0,Docente                       ,CCS
10836,2674,2018,31/12/2018,DOCENTE,COORDENADOR(A),780,M,True,11371,,,14862.0,Docente                       ,CCM
10844,2675,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),360,F,True,174073,,,21697.0,Docente                       ,CCAE
10845,2675,2018,31/12/2018,DOCENTE,COORDENADOR(A),110,F,True,174073,,,21697.0,Docente                       ,CCAE
10846,2675,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),470,M,True,175614,,,21024.0,Docente                       ,CCAE
10867,2675,2018,31/12/2018,DOCENTE,COLABORADOR(A),350,M,False,175614,,,21024.0,Docente                       ,CCAE
10869,2676,2018,31/12/2018,DOCENTE,COORDENADOR(A),400,F,True,19169,,,18286.0,Docente                       ,CI
10870,2676,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,M,True,27303,,,19087.0,Docente                       ,CI
